SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA CPM,MCL1.LB CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.LE CPM,MCL1.LF CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM
Nog,0,-1.77073138982375,0.00415553969549333,0.142622024237155,0.000127667524402551,12,16,23,36,3,2,69,52,127,94,27,27,0.588,0.737,1.034,1.637,0.121,0.081,2.971,2.388,5.270,4.147,1.254,1.349
Ipo5,0,-1.24655343480593,0.00418017894583174,7.86696313242516,0.000129364090252284,6471,6553,5871,4858,2264,2291,6339,7820,11276,8989,4255,3066,317.329,301.868,263.965,220.936,91.572,92.914,272.908,359.080,467.869,396.596,197.637,153.182
Agfg2,0,1.48274259490529,0.00418017894583174,3.45701459162319,0.000129501110136146,172,215,119,152,144,158,324,182,350,274,803,680,8.435,9.904,5.350,6.913,5.824,6.408,13.949,8.357,14.522,12.089,37.298,33.974
Mrgprd,0,3.33880964034678,0.00418017894583174,-4.70250993868302,0.000129142035677639,0,0,0,0,0,0,0,0,0,1,8,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.372,0.300
Mtm1,0,1.23553038424788,0.00419366581612533,3.28739610309734,0.000130073228705753,197,207,182,181,129,132,283,224,182,245,398,445,9.661,9.536,8.183,8.232,5.218,5.353,12.184,10.286,7.552,10.809,18.486,22.233
Ctsh,0,-1.43028159678194,0.00421841107490287,4.87319343069273,0.000130995950815631,3481,3113,3558,3476,1147,1260,313,306,263,220,71,81,170.703,143.402,159.970,158.085,46.392,51.100,13.475,14.051,10.913,9.706,3.298,4.047
Mvk,0,1.18524043262451,0.00422965048872861,3.32375617872299,0.000131811838697271,193,183,154,128,241,232,305,222,237,166,357,419,9.464,8.430,6.924,5.821,9.748,9.409,13.131,10.194,9.834,7.324,16.582,20.934
Gm4419,0,1.83549774657873,0.00423114449209946,-0.498706994744429,0.000132014074443517,24,27,10,6,10,8,17,8,14,14,45,42,1.177,1.244,0.450,0.273,0.404,0.324,0.732,0.367,0.581,0.618,2.090,2.098
Srrm4,0,1.34970910500427,0.00424375061661337,0.118516758934311,0.000133968800509742,5,10,8,9,0,1,104,79,156,111,275,301,0.245,0.461,0.360,0.409,0.000,0.041,4.477,3.628,6.473,4.897,12.773,15.038
Nudt16,0,1.47271707649517,0.00431448181929364,0.743374909761184,0.000136677907443682,66,61,6,9,14,12,61,55,45,65,122,133,3.237,2.810,0.270,0.409,0.566,0.487,2.626,2.525,1.867,2.868,5.667,6.645
Parm1,0,-1.51995450572837,0.00435148783635381,3.75761780416025,0.000138490635359875,581,560,171,185,83,97,1631,1214,534,372,133,132,28.491,25.797,7.688,8.414,3.357,3.934,70.218,55.745,22.157,16.413,6.178,6.595
Ccdc137,0,-1.11687591655317,0.00436044261550415,4.30635264022339,0.000139788320125738,724,662,448,367,182,195,757,872,756,585,276,247,35.504,30.495,20.142,16.691,7.361,7.908,32.590,40.041,31.368,25.810,12.820,12.341
Gucy2g,0,-2.32999531195442,0.0043849714870372,-2.0714579142914,0.000141008318174713,32,29,8,9,6,8,6,8,2,3,0,0,1.569,1.336,0.360,0.409,0.243,0.324,0.258,0.367,0.083,0.132,0.000,0.000
Idi1,0,1.70402132253621,0.00439431050461135,3.23805415312387,0.000141470315005516,169,185,175,105,261,255,200,152,204,142,576,391,8.288,8.522,7.868,4.775,10.557,10.342,8.610,6.980,8.464,6.265,26.754,19.535
Fam3c,0,-1.08791087860826,0.00440877540097299,6.60220367971414,0.000142098210061163,2405,1914,8131,8150,1826,1871,1929,1690,2437,1849,877,825,117.938,88.170,365.576,370.653,73.856,75.880,83.048,77.602,101.117,81.578,40.735,41.218
Bbs1,0,1.20070527887413,0.00442351561029994,1.59631003499304,0.000142736053211415,96,100,39,33,21,12,120,113,96,73,149,183,4.708,4.607,1.753,1.501,0.849,0.487,5.166,5.189,3.983,3.221,6.921,9.143
Ckap2l,0,-2.35773770779931,0.00442606883933341,2.94992962965846,0.000142981288529186,294,339,315,240,353,246,186,144,201,189,39,26,14.417,15.616,14.163,10.915,14.278,9.977,8.008,6.612,8.340,8.339,1.811,1.299
Tcf7,0,-1.12024133909481,0.00442668632024984,2.96609871261637,0.000143164107417477,211,181,132,134,2,1,1829,1670,1104,743,380,332,10.347,8.338,5.935,6.094,0.081,0.041,78.742,76.683,45.808,32.781,17.650,16.587
Kcnq5,0,1.31223323367847,0.00442845142776593,1.30724904323854,0.000143500865823729,1,4,2,2,1,3,1080,1113,881,947,1662,2240,0.049,0.184,0.090,0.091,0.040,0.122,46.496,51.107,36.555,41.782,77.197,111.914
Ttll10,0,1.18312736400889,0.00442953687256126,2.6611859942876,0.000143745226888371,239,293,80,75,71,77,129,120,138,156,250,321,11.720,13.497,3.597,3.411,2.872,3.123,5.554,5.510,5.726,6.883,11.612,16.038
Timm10,0,-1.55287565374261,0.00443523549049188,2.75808325748743,0.000144485246577578,252,213,136,117,88,51,244,261,309,266,88,78,12.358,9.812,6.115,5.321,3.559,2.068,10.505,11.985,12.821,11.736,4.087,3.897
Dkk3,0,1.47346644320195,0.00443523549049188,5.01371226755057,0.000144473558995008,98,90,153,168,208,139,5892,5382,1680,2466,4834,4764,4.806,4.146,6.879,7.640,8.413,5.637,253.663,247.131,69.707,108.800,224.531,238.017
Rgs1,0,-2.17024221404716,0.00444189086656454,-0.648192366634855,0.000145508177036622,6,6,14,6,16,13,16,11,64,53,14,8,0.294,0.276,0.629,0.273,0.647,0.527,0.689,0.505,2.656,2.338,0.650,0.400
Ctss,0,-4.023350633979,0.00444189086656454,-1.03566168995982,0.000145366714466281,13,13,22,13,2,1,20,27,69,42,1,5,0.638,0.599,0.989,0.591,0.081,0.041,0.861,1.240,2.863,1.853,0.046,0.250
Ifnlr1,0,1.42614362480459,0.00444189086656454,4.77740959722316,0.00014594387372023,906,985,403,493,371,272,613,458,510,644,1318,1294,44.429,45.375,18.119,22.421,15.006,11.031,26.391,21.031,21.161,28.413,61.219,64.650
Arhgef18,0,1.33128302007349,0.00444189086656454,5.47759922354473,0.000145687813971369,1397,1282,1186,1237,770,753,1139,749,605,663,1274,1440,68.507,59.056,53.323,56.257,31.144,30.539,49.036,34.393,25.103,29.252,59.175,71.945
Gm20186,0,-1.64134420710209,0.00444484405298554,3.63148796380755,0.000146204443996066,393,435,190,217,126,109,425,547,557,626,183,140,19.272,20.039,8.543,9.869,5.096,4.421,18.297,25.117,23.111,27.619,8.500,6.995
4921504E06Rik,0,-1.61492927007549,0.00453565446151465,-4.64689121694026,0.000150192759680753,0,0,0,0,0,0,0,0,4,6,1,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.166,0.265,0.046,0.050
Zbtb4,0,1.16656673008386,0.00453806006807671,5.38868693983922,0.000150439387811807,1087,1064,386,527,284,299,1603,1192,1300,1392,2589,2547,53.305,49.014,17.355,23.967,11.487,12.126,69.013,54.734,53.940,61.415,120.255,127.252
Kif23,0,-2.77604142735104,0.0045536451262355,3.26575026488169,0.000151458670080463,522,607,302,169,111,97,564,548,417,256,39,42,25.598,27.962,13.578,7.686,4.490,3.934,24.281,25.163,17.302,11.295,1.811,2.098
Nat10,0,-1.13512826084144,0.00455984997903635,5.04768602942159,0.000151832820597811,1034,1003,1033,780,463,463,1106,906,1204,825,391,383,50.706,46.204,46.444,35.474,18.727,18.777,47.616,41.602,49.957,36.399,18.161,19.135
Nuak2,0,-1.66679472123392,0.00463153360969997,4.57151020534016,0.000155377645000226,581,713,657,858,163,130,533,697,1568,1249,423,332,28.491,32.845,29.539,39.021,6.593,5.272,22.947,32.005,65.060,55.106,19.648,16.587
Dbndd2,0,1.17259387674183,0.00463153360969997,4.70830416350273,0.000155923810768442,1273,1344,363,473,83,106,1038,801,634,705,1344,1219,62.426,61.912,16.321,21.511,3.357,4.299,44.688,36.780,26.306,31.105,62.426,60.903
Maob,0,-2.78444187896688,0.00463153360969997,0.862061891601024,0.000155821685912258,75,63,5,4,0,0,498,762,696,491,58,90,3.678,2.902,0.225,0.182,0.000,0.000,21.440,34.990,28.879,21.663,2.694,4.497
Cd164l2,0,-1.74996305409399,0.00464983458913512,2.31397196684249,0.000156882089783911,408,425,199,188,135,103,73,65,132,84,28,25,20.008,19.578,8.947,8.550,5.460,4.177,3.143,2.985,5.477,3.706,1.301,1.249
Ccna2,0,-2.13820706776106,0.00467431261305151,3.38816966554242,0.000160240123379853,386,431,267,154,495,403,347,356,286,227,49,49,18.929,19.854,12.005,7.004,20.021,16.344,14.939,16.347,11.867,10.015,2.276,2.448
Lpar3,0,-1.89367511736921,0.00467431261305151,-3.00224412258934,0.000159998729584117,1,1,0,0,0,0,88,67,9,7,2,1,0.049,0.046,0.000,0.000,0.000,0.000,3.789,3.077,0.373,0.309,0.093,0.050
Cenpu,0,-1.30996284057541,0.00467431261305151,0.963168311745086,0.000160213401050738,48,56,71,60,190,180,37,32,31,28,8,12,2.354,2.580,3.192,2.729,7.685,7.300,1.593,1.469,1.286,1.235,0.372,0.600
Wfdc18,0,-2.21922669645646,0.00470642606617341,7.88045747804193,0.000161908398832633,14144,10917,65049,93549,46219,52937,345,287,2961,2621,492,527,693.601,502.899,2924.654,4254.501,1869.411,2146.910,14.853,13.179,122.859,115.639,22.853,26.330
Scd1,0,1.05290428408933,0.00470642606617341,9.11047652959858,0.000161845068346138,9082,9691,46993,45975,268030,296443,1646,1273,4181,2715,6014,5907,445.368,446.422,2112.842,2090.890,10840.959,12022.528,70.864,58.454,173.480,119.786,279.340,295.123
Podn,0,2.03271226971191,0.00474809109527828,-0.0774627545308844,0.000163596619423908,14,11,7,7,4,7,46,41,23,45,107,117,0.687,0.507,0.315,0.318,0.162,0.284,1.980,1.883,0.954,1.985,4.970,5.846
Amn1,0,1.03962504030486,0.00474809109527828,1.69441250637194,0.000163691134930489,167,152,49,41,53,54,67,70,51,59,93,99,8.189,7.002,2.203,1.865,2.144,2.190,2.884,3.214,2.116,2.603,4.320,4.946
Wdr47,0,1.13311845995274,0.00479024410812251,4.68777574525413,0.000166730598119279,540,746,544,572,313,285,828,628,480,536,973,917,26.481,34.365,24.459,26.014,12.660,11.558,35.647,28.837,19.916,23.648,45.194,45.815
Polr1e,0,-1.09248173490494,0.00480174421746546,3.07377740669171,0.000167484216422873,265,246,243,188,100,105,305,287,307,216,104,102,12.995,11.332,10.925,8.550,4.045,4.258,13.131,13.179,12.738,9.530,4.831,5.096
Nacad,0,1.47987234267651,0.00481773206051025,1.39199426614138,0.00016838154153034,28,32,10,5,9,3,414,263,196,199,445,494,1.373,1.474,0.450,0.227,0.364,0.122,17.824,12.076,8.133,8.780,20.669,24.681
Asb2,0,1.10545046037805,0.00481773206051025,1.42094321648296,0.00016872419117865,0,5,3,3,3,3,596,615,1486,1378,2549,2696,0.000,0.230,0.135,0.136,0.121,0.122,25.659,28.240,61.658,60.798,118.397,134.696
Snx32,0,1.05106805178041,0.00481773206051025,0.833021883546853,0.000169105426458912,31,33,7,10,8,9,105,89,84,107,165,168,1.520,1.520,0.315,0.455,0.324,0.365,4.520,4.087,3.485,4.721,7.664,8.394
Ppl,0,1.02776479425016,0.00482148637534223,6.38655097294451,0.000169512063858387,4582,6298,6694,7036,327,367,986,789,1464,1499,2574,2565,224.695,290.121,300.967,319.989,13.226,14.884,42.449,36.229,60.745,66.136,119.558,128.151
Tnfsf8,0,2.37783135715605,0.0048646664591151,-1.63276824337915,0.0001723423792192,1,1,0,0,1,1,81,42,16,29,97,95,0.049,0.046,0.000,0.000,0.040,0.041,3.487,1.929,0.664,1.279,4.505,4.746
Fgfbp1,0,2.32279562376258,0.0048646664591151,-1.15595362415141,0.000172900688012995,8,12,2,6,1,0,11,7,24,29,111,116,0.392,0.553,0.090,0.273,0.040,0.000,0.474,0.321,0.996,1.279,5.156,5.796
Gprin3,0,1.81660991994084,0.0048646664591151,1.02789604081907,0.000171870569546392,2,3,22,27,25,13,281,349,72,97,239,261,0.098,0.138,0.989,1.228,1.011,0.527,12.098,16.025,2.987,4.280,11.101,13.040
Slc20a1,0,-1.02997530817782,0.00486769986609922,8.29305581927438,0.000173448978109187,6463,7516,19727,21532,19215,18600,6097,6506,4857,3442,1766,1648,316.936,346.229,886.941,979.251,777.186,754.341,262.489,298.743,201.529,151.862,82.028,82.337
Ctcfl,0,-1.02384702541291,0.00486769986609922,-2.55993170285542,0.000173903990948245,0,0,0,0,0,0,10,14,67,68,26,30,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.643,2.780,3.000,1.208,1.499
Adcy1,0,-2.16035681623846,0.00486819816266934,0.362312305449578,0.000174100909309195,31,36,13,9,58,73,34,44,56,53,14,7,1.520,1.658,0.584,0.409,2.346,2.961,1.464,2.020,2.324,2.338,0.650,0.350
Nle1,0,-1.52475091739333,0.00488043351478545,3.88675541299341,0.000175077180062394,578,577,390,313,152,172,524,564,633,390,152,143,28.344,26.580,17.535,14.235,6.148,6.976,22.559,25.898,26.265,17.207,7.060,7.145
Igkc,0,-6.12564102889989,0.00490049624060616,-2.82886981403223,0.000176518113968631,0,1,0,1,0,0,18,35,129,63,2,0,0.000,0.046,0.000,0.045,0.000,0.000,0.775,1.607,5.353,2.780,0.093,0.000
NA,0,2.42973429006088,0.00490565997305772,-5.1175555751275,0.000178595795534503,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.050
Krt74,0,2.42973429006088,0.00490565997305772,-5.1175555751275,0.000178595795534503,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.050
Psg18,0,-3.02485510556952,0.00490565997305772,-4.57523935511095,0.000178321952421193,0,0,0,0,0,0,1,3,6,3,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.138,0.249,0.132,0.000,0.000
Gjb1,0,4.6759412080701,0.00490565997305772,-1.26728126430952,0.000178234430010674,14,11,16,12,537,605,0,2,0,0,9,12,0.687,0.507,0.719,0.546,21.720,24.536,0.000,0.092,0.000,0.000,0.418,0.600
Utp25,0,-1.30071348729093,0.00492565489924939,3.79599375842496,0.000180142792959781,439,392,380,420,154,194,491,399,510,398,143,170,21.528,18.058,17.085,19.101,6.229,7.868,21.139,18.321,21.161,17.560,6.642,8.493
Plet1,0,-2.81198599304942,0.00492565489924939,8.51246820349144,0.000180135322078818,75082,91629,59277,63254,15590,11963,1995,3524,3965,3371,611,319,3681.914,4220.949,2665.140,2876.720,630.566,485.171,85.889,161.815,164.518,148.729,28.380,15.938
Prkg2,0,1.98363088995887,0.00493364542544785,-0.698294503888009,0.000180616549480136,5,1,1,0,0,1,215,207,68,65,238,212,0.245,0.046,0.045,0.000,0.000,0.041,9.256,9.505,2.821,2.868,11.055,10.592
Nexmif,0,-2.75427129925588,0.00494438622912513,-1.35672476133621,0.000182465116001785,32,20,33,28,25,21,12,11,3,4,0,0,1.569,0.921,1.484,1.273,1.011,0.852,0.517,0.505,0.124,0.176,0.000,0.000
Ptpru,0,1.15321443676577,0.0049545208773633,3.17351899483846,0.000183281575066433,192,288,107,123,13,8,1815,1448,290,260,502,540,9.415,13.267,4.811,5.594,0.526,0.324,78.140,66.489,12.033,11.471,23.317,26.979
Zfp426,0,1.13473092176004,0.0049545208773633,2.92114167353971,0.00018338599663812,267,270,134,154,80,102,222,157,151,126,250,268,13.093,12.438,6.025,7.004,3.236,4.137,9.558,7.209,6.265,5.559,11.612,13.390
Syne2,0,1.22138351967239,0.00496112249157985,6.10799281877584,0.000183820703472577,1699,1517,535,532,280,295,4684,4557,2155,2771,5498,4262,83.317,69.882,24.054,24.195,11.325,11.964,201.656,209.249,89.416,122.257,255.373,212.936
Gm8801,0,1.79981019307204,0.00496464829553605,3.45911551739888,0.000184491511037618,256,280,118,156,101,126,647,417,192,180,479,637,12.554,12.898,5.305,7.095,4.085,5.110,27.855,19.148,7.967,7.942,22.249,31.826
Osgin2,0,1.27897902849291,0.00497633492097913,3.94178735534917,0.000185291987932995,656,571,161,163,68,91,369,431,469,542,939,1150,32.169,26.303,7.239,7.413,2.750,3.691,15.886,19.791,19.460,23.913,43.615,57.456
Serpinb10,0,1.08372092835065,0.00500284295849882,-1.4699488387752,0.000186789318118712,1,1,0,0,0,0,443,389,33,29,67,47,0.049,0.046,0.000,0.000,0.000,0.000,19.072,17.862,1.369,1.279,3.112,2.348
Tmem176a,0,-1.06644556595304,0.00500284295849882,7.15305635721387,0.000187383425871143,4023,3178,6052,5952,2872,2327,2279,1919,4970,4442,2010,1814,197.282,146.397,272.103,270.690,116.163,94.374,98.116,88.117,206.218,195.982,93.361,90.630
Loxl4,0,1.73871690963758,0.00501999555382653,0.598140684529382,0.00018821058425068,51,41,14,11,9,4,31,54,54,60,167,157,2.501,1.889,0.629,0.500,0.364,0.162,1.335,2.480,2.241,2.647,7.757,7.844
Anln,0,-1.84940703163258,0.00502314850082298,3.8586509887864,0.00018888324691273,671,776,224,169,360,232,443,545,544,452,123,111,32.905,35.747,10.071,7.686,14.561,9.409,19.072,25.025,22.572,19.942,5.713,5.546
Id4,0,-1.00263009649294,0.00502495441694873,3.21637898861894,0.000189290851096917,59,50,12,15,9,12,3390,2476,3213,2453,1102,1294,2.893,2.303,0.540,0.682,0.364,0.487,145.947,113.693,133.315,108.227,51.186,64.650
Arhgef28,0,1.34272687692999,0.00502495441694873,4.04131751350377,0.000189320921408275,289,367,685,510,34,33,966,894,398,477,815,1080,14.172,16.906,30.798,23.194,1.375,1.338,41.588,41.051,16.514,21.045,37.855,53.958
Cadm4,0,-1.18775130121669,0.00505199131766415,3.88034151538922,0.00019089720310685,1493,1673,1085,1163,434,429,240,206,155,128,56,49,73.215,77.068,48.782,52.892,17.554,17.399,10.333,9.459,6.431,5.647,2.601,2.448
Gsdmc3,0,1.45497938361724,0.00506797473930334,-3.44177407878984,0.000192806427037038,0,0,2,1,31,28,0,0,1,1,3,3,0.000,0.000,0.090,0.045,1.254,1.136,0.000,0.000,0.041,0.044,0.139,0.150
Ppp1r14b,0,-1.3875398215508,0.00507909014750971,4.15397948989063,0.000193500173599739,863,859,891,717,223,219,571,477,492,310,129,126,42.320,39.570,40.060,32.608,9.020,8.882,24.583,21.903,20.414,13.677,5.992,6.295
Arhgap5,0,1.01337118385997,0.0050841512365029,6.89562797066712,0.000194731279193477,2127,2216,1547,1730,829,836,3748,2854,4244,5063,8224,7698,104.305,102.081,69.554,78.678,33.530,33.905,161.359,131.050,176.094,223.380,381.991,384.604
Fanca,0,-2.60679938495885,0.00513462893321706,2.87557880520741,0.000198613071625817,492,514,378,273,323,272,178,183,163,97,15,20,24.127,23.678,16.995,12.416,13.064,11.031,7.663,8.403,6.763,4.280,0.697,0.999
Ptprz1,0,3.29498361225622,0.00515787251976876,2.71932812918159,0.000201284127385019,862,756,18,15,7,4,1261,666,88,193,1309,878,42.271,34.826,0.809,0.682,0.283,0.162,54.289,30.581,3.651,8.515,60.801,43.866
Uaca,0,1.15066466143875,0.00515787251976876,5.98977002647902,0.000200873435899321,1216,1597,1589,1469,607,684,1690,2133,1493,1119,2590,2311,59.631,73.567,71.443,66.808,24.551,27.740,72.758,97.943,61.948,49.370,120.301,115.461
Rec114,0,2.42913719095381,0.00519052477531742,1.58945710029445,0.000204343850384107,34,45,60,101,48,56,86,122,32,37,154,164,1.667,2.073,2.698,4.593,1.941,2.271,3.702,5.602,1.328,1.632,7.153,8.194
Vax1,0,-2.88824319648541,0.00520071963580118,-4.57752578700318,0.000204936558738109,0,0,0,0,0,0,2,2,7,2,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.092,0.290,0.088,0.000,0.000
Kif11,0,-2.24618283256636,0.0052237244603484,3.34612274735504,0.000206035270668291,422,462,319,204,447,325,334,334,245,218,48,35,20.694,21.282,14.342,9.278,18.080,13.181,14.379,15.337,10.166,9.618,2.230,1.749
Slc5a1,0,-2.96600751677777,0.00524901300620335,2.58759353119533,0.000207612089542242,747,735,1467,1189,981,1137,22,20,64,37,4,6,36.632,33.858,65.957,54.074,39.678,46.112,0.947,0.918,2.656,1.632,0.186,0.300
Zfp719,0,1.06857322809757,0.00525554815774439,3.23482194830413,0.000208063939723057,362,380,108,86,91,89,339,271,275,178,444,356,17.752,17.505,4.856,3.911,3.681,3.609,14.595,12.444,11.410,7.853,20.623,17.786
Cluh,0,-1.01050175524101,0.00530040786321557,6.84037867081968,0.000211205037560707,3283,3149,3945,3199,1707,2142,3463,2657,3659,2766,1378,1313,160.994,145.061,177.370,145.487,69.043,86.871,149.090,122.004,151.821,122.036,64.006,65.600
Optc,0,1.18134445422375,0.00536835821566998,0.302412040426956,0.000216164697543364,13,10,0,0,3,1,111,147,325,403,756,639,0.638,0.461,0.000,0.000,0.121,0.041,4.779,6.750,13.485,17.780,35.115,31.925
Ppp1r12b,0,1.10798887875484,0.00536835821566998,3.89366787394952,0.000215726036090708,203,214,158,107,79,76,552,369,802,957,1547,1663,9.955,9.858,7.104,4.866,3.195,3.082,23.765,16.944,33.277,42.223,71.855,83.086
Lgals7,0,2.17780347817153,0.00539995022125524,3.86803740110142,0.0002181517106199,110,155,50,39,12,20,5681,4518,597,1119,2629,3721,5.394,7.140,2.248,1.774,0.485,0.811,244.579,207.458,24.771,49.370,122.112,185.907
Nme1,0,-1.73332766629234,0.00541114599531219,4.78921351568977,0.000218872519473906,1330,1232,1230,1039,846,825,786,577,602,445,176,99,65.221,56.753,55.302,47.253,34.218,33.459,33.839,26.495,24.978,19.633,8.175,4.946
Chadl,0,-2.28513491810219,0.00541114599531219,4.43693877294111,0.000219002192679768,610,323,924,648,14,10,3381,2245,3118,2026,421,459,29.914,14.879,41.544,29.470,0.566,0.406,145.559,103.086,129.373,89.387,19.555,22.932
Wdr77,0,-1.04619130817972,0.00544343445348684,5.5783355045478,0.000221754864760126,1592,1607,1355,1116,642,709,1747,1317,1600,1119,593,514,78.069,74.027,60.922,50.754,25.967,28.754,75.212,60.474,66.388,49.370,27.544,25.680
Rapgef4,0,1.2037935741672,0.00547617629500577,1.58111166599122,0.000225032069149035,84,81,19,26,28,23,110,105,81,107,173,191,4.119,3.731,0.854,1.182,1.133,0.933,4.736,4.821,3.361,4.721,8.036,9.543
Rasef,0,-1.62869174981985,0.00547617629500577,3.29340793779048,0.000225059381195829,2253,2407,1627,1471,1173,1152,50,35,57,39,16,10,110.484,110.880,73.151,66.899,47.444,46.720,2.153,1.607,2.365,1.721,0.743,0.500
Mxra8,0,1.66275861831696,0.00547617629500577,2.24046155356388,0.00022457388898723,227,213,25,35,49,43,172,220,77,112,263,235,11.132,9.812,1.124,1.592,1.982,1.744,7.405,10.102,3.195,4.941,12.216,11.741
Acvrl1,0,1.28997517993293,0.00553440782053768,4.87941239721924,0.000229108278202927,447,587,534,553,471,523,596,665,575,783,1483,1303,21.920,27.041,24.009,25.150,19.050,21.211,25.659,30.536,23.858,34.546,68.883,65.100
Jph2,0,1.17613678041606,0.00559182233833871,2.75568217798458,0.000232281078037618,7,20,12,9,2,4,2407,1618,2416,2864,5142,4967,0.343,0.921,0.540,0.409,0.081,0.162,103.627,74.296,100.246,126.360,238.837,248.159
Epcam,0,-1.16304490560696,0.00561441448024311,9.56422094444866,0.000233839257943089,55615,53202,33960,35551,15388,12553,14705,15755,13464,11531,5630,3983,2727.280,2450.784,1526.868,1616.819,622.396,509.099,633.082,723.440,558.654,508.750,261.504,198.997
Exph5,0,1.49984752780618,0.00565710330920887,3.15543764227148,0.000236241666579053,282,268,196,234,330,285,133,135,86,124,251,243,13.829,12.346,8.812,10.642,13.347,11.558,5.726,6.199,3.568,5.471,11.659,12.141
Heatr1,0,-1.10834849337537,0.00569618146736427,5.47713372081422,0.000238225803343891,1666,1494,1422,1253,592,664,1697,1265,1335,956,468,426,81.698,68.822,63.934,56.985,23.945,26.929,73.060,58.086,55.392,42.179,21.738,21.284
